,country,date,product_category,product_subcategory,product_detail_page,add_to_cart,sales_amt,sales_usd
7528,fr,20220415,HA,Washer,732,20,2,3771.38
7529,fr,20220416,BS,IT_Laptop,86,5,2,2589.57
7530,fr,20220416,BS,IT_Monitor,1022,30,2,318.33
7531,fr,20220416,HE,Audio_CAV,1268,33,3,771.07
7532,fr,20220416,HE,TV,3602,116,5,10857.24
7533,fr,20220417,BS,IT_Monitor,1254,51,5,3062.62
7534,fr,20220417,HE,TV,3528,98,6,5096.53
7535,fr,20220418,BS,IT_Monitor,1416,38,2,2037.13
7536,fr,20220418,HA,Washer_Dryer,233,2,2,1602.18
7537,fr,20220418,HE,Audio_CAV,1296,47,9,2062.12
7538,fr,20220418,HE,TV,4278,177,6,3850.74
7539,fr,20220419,BS,IT_Monitor,1455,50,20,7923.38
7540,fr,20220419,HA,Dishwasher,168,3,2,1015.35
7541,fr,20220419,HE,Audio_CAV,1362,35,3,265.56
7542,fr,20220419,HE,TV,4029,143,5,5600.34
7543,fr,20220420,BS,IT_Monitor,1617,39,9,4222.52
7544,fr,20220420,HA,Refrigerator,1484,71,2,2877.12
7545,fr,20220420,HA,Washer,771,15,2,2088.18
7546,fr,20220420,HE,Audio_CAV,1200,48,5,512.65
7547,fr,20220420,HE,TV,4067,162,2,2404.08
7548,fr,20220421,BS,IT_Monitor,1404,51,6,2867.41
7549,fr,20220421,HA,Washer,711,9,2,833.18
7550,fr,20220421,HE,Audio_CAV,1220,39,2,208.95
7551,fr,20220421,HE,TV,3792,140,6,10473.38
7552,fr,20220422,BS,IT_Monitor,1667,53,9,2912.73
7553,fr,20220422,HA,Cooking_Appliance,419,6,3,699.84
7554,fr,20220422,HA,Dishwasher,198,8,2,1359.18
7555,fr,20220422,HE,Audio_CAV,1319,32,8,2412.55
7556,fr,20220422,HE,TV,3885,171,6,168295.32
7557,fr,20220423,BS,IT_Monitor,1785,60,5,4003.83
7558,fr,20220423,HA,Refrigerator,1748,71,2,1549.14
7559,fr,20220423,HE,Audio_CAV,1763,53,3,935.52
7560,fr,20220423,HE,TV,4281,167,12,13530.24
7561,fr,20220424,HA,Washer,1037,20,2,3771.38
7562,fr,20220424,HE,Audio_CAV,1761,51,5,672.22
7563,fr,20220424,HE,TV,5100,276,11,13845.42
7564,fr,20220425,BS,IT_Monitor,1620,54,8,2928.98
7565,fr,20220425,HA,Washer,1143,17,2,1764.18
7566,fr,20220425,HE,Audio_CAV,1485,32,8,1217.18
7567,fr,20220425,HE,TV,4518,188,9,10236.78
7568,fr,20220426,BS,IT_Monitor,1409,45,5,1573.83
7569,fr,20220426,HE,Audio_CAV,1302,26,2,95.55
7570,fr,20220426,HE,TV,4478,201,8,8189.58
7571,fr,20220427,BS,IT_Monitor,1278,33,5,1478.25
7572,fr,20220427,HA,Cooking_Appliance,468,11,2,447.12
7573,fr,20220427,HA,Refrigerator,1589,62,2,1751.22
7574,fr,20220427,HA,Washer,920,27,2,1359.18
7575,fr,20220427,HE,Audio_CAV,1301,29,6,1017.16
7576,fr,20220427,HE,TV,4434,182,14,20047.59
7577,fr,20220428,BS,IT_Monitor,1427,27,8,1248.21
7578,fr,20220428,HE,Audio_CAV,1247,32,2,321.56
7579,fr,20220428,HE,TV,4242,174,6,9859.32
7580,fr,20220429,BS,IT_Monitor,1496,50,5,3226.2
7581,fr,20220429,HA,Washer_Dryer,231,3,2,4032.18
7582,fr,20220429,HE,Audio_CAV,1299,33,3,304.5
7583,fr,20220429,HE,TV,4452,167,6,6797.52
7584,fr,20220430,BS,IT_Laptop,246,5,2,2913.57
7585,fr,20220430,BS,IT_Monitor,1187,44,2,2037.13
7586,fr,20220430,HE,Audio_CAV,1272,48,6,1205.93
7587,fr,20220430,HE,TV,4470,173,8,9031.5
7588,fr,20220501,BS,IT_Laptop,1118,84,5,5829.48
7589,fr,20220501,BS,IT_Monitor,1151,56,9,3347.72
7590,fr,20220501,HA,Refrigerator,1842,77,2,1427.22
7591,fr,20220501,HE,Audio_CAV,1160,36,3,223.49
7592,fr,20220501,HE,TV,4245,155,11,13678.14
7593,fr,20220502,BS,IT_Laptop,617,38,3,4129.35
7594,fr,20220502,BS,IT_Monitor,2036,230,15,9167.58
7595,fr,20220502,HE,Audio_CAV,1236,24,5,1139.64
7596,fr,20220502,HE,TV,5118,293,8,9671.4
7597,fr,20220503,BS,IT_Laptop,285,24,3,3886.32
7598,fr,20220503,BS,IT_Monitor,2397,183,21,11958.9
7599,fr,20220503,HA,Refrigerator,1487,21,2,2237.22
7600,fr,20220503,HE,Audio_CAV,1185,38,5,1465.26
7601,fr,20220503,HE,TV,4514,164,5,7423.32
7602,fr,20220504,BS,IT_Laptop,267,17,2,2348.18
7603,fr,20220504,BS,IT_Monitor,2652,155,20,8955.41
7604,fr,20220504,HA,Cooking_Appliance,516,15,2,349.92
7605,fr,20220504,HA,Washer,962,27,2,873.18
7606,fr,20220504,HE,Audio_CAV,1502,51,5,1386.69
7607,fr,20220504,HE,TV,5498,293,27,40244.52
7608,fr,20220505,BS,IT_Laptop,291,23,2,1781.18
7609,fr,20220505,BS,IT_Monitor,2361,114,12,3196.35
7610,fr,20220505,HA,Refrigerator,1635,21,2,1427.22
7611,fr,20220505,HA,Washer,840,33,3,2232.36
7612,fr,20220505,HE,Audio_CAV,1337,50,9,3353.36
7613,fr,20220505,HE,TV,4541,182,9,13557.78
7614,fr,20220506,BS,IT_Laptop,234,9,2,2589.57
7615,fr,20220506,BS,IT_Monitor,1574,81,5,1603.02
7616,fr,20220506,HE,Audio_CAV,1155,36,3,736.28
7617,fr,20220506,HE,TV,4377,171,11,19906.56
7618,fr,20220507,BS,IT_Monitor,1875,71,8,2968.7
7619,fr,20220507,HE,Audio_CAV,1241,38,6,2400.81
7620,fr,20220507,HE,TV,5382,147,8,18893.99
7621,fr,20220508,BS,IT_Laptop,204,21,5,1781.18
7622,fr,20220508,BS,IT_Monitor,1704,81,14,5592.24
7623,fr,20220508,HA,Washer,812,20,2,2088.18
7624,fr,20220508,HE,Audio_CAV,1097,23,2,645.57
7625,fr,20220508,HE,TV,5150,221,17,36181.08
7626,fr,20220509,BS,IT_Laptop,506,27,2,1943.16
7627,fr,20220509,BS,IT_Monitor,1956,87,20,8943.21
7628,fr,20220509,HA,Cooking_Appliance,320,6,2,349.92
7629,fr,20220509,HA,Refrigerator,1802,53,2,1002.39
7630,fr,20220509,HA,Washer,888,15,2,1197.19
7631,fr,20220509,HE,Audio_CAV,1100,24,5,1254.68
7632,fr,20220509,HE,TV,4811,176,12,17790.84
7633,fr,20220510,BS,IT_Laptop,209,18,2,1781.18
7634,fr,20220510,BS,IT_Monitor,1965,101,12,4945.92
7635,fr,20220510,HE,Audio_CAV,969,41,3,322.25
7636,fr,20220510,HE,TV,4311,147,5,8192.34
7637,fr,20220511,BS,IT_Monitor,2165,92,21,8062.02
7638,fr,20220511,HA,Refrigerator,1760,102,2,989.82
7639,fr,20220511,HE,Audio_CAV,977,23,2,529.74
7640,fr,20220511,HE,TV,4595,132,8,6496.2
7641,fr,20220512,BS,IT_Laptop,447,24,5,5343.52
7642,fr,20220512,BS,IT_Monitor,2061,74,14,3698.55
7643,fr,20220512,HE,Audio_CAV,1028,33,5,1016.41
7644,fr,20220512,HE,TV,4677,138,6,5404.32
7645,fr,20220513,BS,IT_Laptop,249,6,2,1781.18
7646,fr,20220513,BS,IT_Monitor,1505,27,5,3384.99
7647,fr,20220513,HA,Refrigerator,1742,89,2,1994.22
7648,fr,20220513,HA,Washer,863,30,2,1197.19
7649,fr,20220513,HE,Audio_CAV,1175,27,2,272.95
7650,fr,20220513,HE,TV,4427,158,8,5556.6
7651,fr,20220514,BS,IT_Laptop,147,9,2,2348.18
7652,fr,20220514,BS,IT_Monitor,1604,45,2,642.33
7653,fr,20220514,HE,Audio_CAV,1196,20,2,208.95
7654,fr,20220515,BS,IT_Monitor,1452,51,5,2494.01
7655,fr,20220515,HA,Refrigerator,2012,92,3,8508.22
7656,fr,20220515,HE,Audio_CAV,1211,20,3,967.12
7657,fr,20220515,HE,TV,4286,141,9,13371.48
7658,fr,20220516,BS,IT_Monitor,1742,36,2,528.94
7659,fr,20220516,HA,Refrigerator,2276,110,3,4474.44
7660,fr,20220516,HA,Washer_Dryer,282,9,2,1278.18
7661,fr,20220516,HE,Audio_CAV,1265,26,2,127.94
7662,fr,20220516,HE,TV,4860,140,11,13232.64
7663,fr,20220517,BS,IT_Monitor,1803,41,2,321.54
7664,fr,20220517,HA,Washer,926,15,3,1326.16
7665,fr,20220517,HE,Audio_CAV,1149,29,2,208.95
7666,fr,20220517,HE,TV,4202,119,6,9289.02
7667,fr,20220518,BS,IT_Monitor,1488,47,8,3346.11
7668,fr,20220518,HA,Washer,996,20,2,1015.35
7669,fr,20220518,HE,Audio_CAV,960,35,3,1207.69
7670,fr,20220518,HE,TV,4106,119,8,11388.61
7671,fr,20220519,BS,IT_Monitor,1530,29,3,1414.28
7672,fr,20220519,HA,Refrigerator,1997,92,3,3899.34
7673,fr,20220519,HA,Washer,825,18,2,1197.19
7674,fr,20220519,HE,Audio_CAV,963,30,2,224.83
7675,fr,20220519,HE,TV,4322,156,2,2080.08
7676,fr,20220520,BS,IT_Laptop,158,5,2,1943.16
7677,fr,20220520,BS,IT_Monitor,1527,30,5,2301.23
7678,fr,20220520,HA,Washer_Dryer,171,3,2,1278.18
7679,fr,20220520,HE,Audio_CAV,1064,21,5,1060.25
7680,fr,20220520,HE,TV,4517,117,3,1414.26
7681,fr,20220521,BS,IT_Monitor,1322,21,3,735.48
7682,fr,20220521,HA,Refrigerator,2486,113,2,2958.11
7683,fr,20220521,HE,TV,4556,114,5,2028.72
7684,fr,20220522,BS,IT_Monitor,1658,39,3,1171.28
7685,fr,20220522,BS,IT_Projector,93,2,2,2750.76
7686,fr,20220522,HA,Dryer,83,9,2,1197.19
7687,fr,20220522,HA,Refrigerator,2348,107,2,6441.12
7688,fr,20220522,HA,Washer,960,30,2,1035.18
7689,fr,20220522,HA,Washer_Dryer,308,9,2,1278.18
7690,fr,20220522,HE,Audio_CAV,1226,29,2,323.91
7691,fr,20220522,HE,TV,4851,119,5,1955.82
7692,fr,20220523,BS,IT_Monitor,1269,39,5,1491.22
7693,fr,20220523,HA,Washer_Dryer,285,5,2,1197.19
7694,fr,20220523,HE,Audio_CAV,1049,53,2,645.57
7695,fr,20220523,HE,TV,4311,132,6,8328.42
7696,fr,20220524,BS,IT_Laptop,161,15,2,1781.18
7697,fr,20220524,BS,IT_Monitor,1107,35,3,1981.26
7698,fr,20220524,HA,Refrigerator,1829,81,2,3687.11
7699,fr,20220524,HE,TV,4041,92,8,3856.08
7700,fr,20220525,BS,IT_Monitor,1094,24,3,2253.4
7701,fr,20220525,HA,Dryer,99,9,2,1003.28
7702,fr,20220525,HA,Washer,840,29,2,889.86
7703,fr,20220525,HE,TV,3980,116,3,1981.26
7704,fr,20220526,BS,IT_Monitor,1214,50,2,498.15
7705,fr,20220526,HA,Refrigerator,1977,108,2,1905.12
7706,fr,20220526,HA,Washer,786,20,3,3528.38
7707,fr,20220526,HE,Audio_CAV,1022,20,2,402.57
7708,fr,20220526,HE,TV,4694,152,9,12048.76
7709,fr,20220527,BS,IT_Laptop,80,8,2,1781.18
7710,fr,20220527,BS,IT_Monitor,1085,33,3,1142.09
7711,fr,20220527,HA,Washer,846,30,2,1197.19
7712,fr,20220527,HE,TV,4590,92,5,5592.24
7713,fr,20220528,BS,IT_Monitor,1002,11,3,2616.27
7714,fr,20220528,HA,Refrigerator,1766,98,2,6441.12
7715,fr,20220528,HE,Audio_CAV,1061,8,2,529.74
7716,fr,20220529,BS,IT_Monitor,1112,36,2,1210.93
7717,fr,20220529,HA,Refrigerator,1881,92,2,1913.22
7718,fr,20220529,HE,TV,4580,93,6,3403.62
7719,fr,20220530,BS,IT_Laptop,120,9,2,1943.16
7720,fr,20220530,BS,IT_Monitor,1095,29,2,540.25
7721,fr,20220530,HA,Washer,782,20,2,1116.18
7722,fr,20220530,HE,Audio_CAV,1028,24,2,208.95
7723,fr,20220530,HE,TV,4751,141,5,2036.34
7724,fr,20220531,BS,IT_Monitor,1341,38,2,643.95
7725,fr,20220531,HA,Vacuum_Cleaner,263,8,2,1292.43
7726,fr,20220531,HE,Audio_CAV,954,33,2,208.95
7727,fr,20220531,HE,TV,4494,119,5,4312.44
7728,fr,20220601,BS,IT_Laptop,158,21,3,4210.34
7729,fr,20220601,BS,IT_Monitor,1245,47,2,1128.33
7730,fr,20220601,HA,Washer,860,9,5,1771.47
7731,fr,20220601,HE,Audio_CAV,942,36,3,854.52
7732,fr,20220601,HE,TV,4224,110,3,3358.26
7733,fr,20220602,BS,IT_Laptop,156,21,3,3724.3
7734,fr,20220602,BS,IT_Monitor,1362,53,8,4992.0
7735,fr,20220602,HA,Washer,926,11,2,1197.19
7736,fr,20220602,HE,Audio_CAV,972,29,3,771.07
7737,fr,20220602,HE,TV,5331,170,5,3665.51
7738,fr,20220603,BS,IT_Laptop,116,12,3,4291.34
7739,fr,20220603,BS,IT_Monitor,1271,57,5,3467.6
7740,fr,20220603,HE,Audio_CAV,1041,21,2,95.55
7741,fr,20220603,HE,TV,5696,189,15,11463.12
7742,fr,20220604,BS,IT_Laptop,270,32,3,3235.14
7743,fr,20220604,BS,IT_Monitor,1140,45,11,6183.51
7744,fr,20220604,HA,Cooking_Appliance,308,3,2,349.92
7745,fr,20220604,HA,Dishwasher,258,5,2,1845.18
7746,fr,20220604,HA,Refrigerator,2765,104,2,1184.22
7747,fr,20220604,HA,Washer,951,21,2,3771.38
7748,fr,20220605,BS,IT_Monitor,1071,33,3,2256.66
7749,fr,20220605,HA,Refrigerator,2612,110,2,2310.12
7750,fr,20220605,HA,Washer,1017,21,2,1035.18
7751,fr,20220605,HE,Audio_CAV,1154,30,2,208.95
7752,fr,20220605,HE,TV,6458,177,8,9858.51
7753,fr,20220606,BS,IT_Monitor,1317,56,5,1418.32
7754,fr,20220606,HA,Cooking_Appliance,434,5,2,516.39
7755,fr,20220606,HA,Washer,1101,32,2,1926.2
7756,fr,20220606,HA,Washer_Dryer,327,12,3,3042.36
7757,fr,20220606,HE,Audio_CAV,1427,72,9,2110.73
7758,fr,20220606,HE,TV,7494,204,9,6194.9
7759,fr,20220607,BS,IT_Laptop,557,44,9,10194.61
7760,fr,20220607,BS,IT_Monitor,1425,56,11,5352.45
7761,fr,20220607,HA,Cooking_Appliance,336,8,2,301.32
7762,fr,20220607,HA,Refrigerator,2528,119,2,1427.22
7763,fr,20220607,HA,Washer,981,17,2,792.18
7764,fr,20220607,HA,Washer_Dryer,186,6,2,1278.18
7765,fr,20220607,HE,Audio_CAV,1263,50,5,1338.09
7766,fr,20220607,HE,TV,6591,212,12,172905.84
7767,fr,20220608,BS,IT_Monitor,1967,99,12,7414.72
7768,fr,20220608,HE,Audio_CAV,1193,59,2,208.95
7769,fr,20220608,HE,TV,5858,179,5,2036.34
7770,fr,20220609,BS,IT_Laptop,176,17,2,1781.18
7771,fr,20220609,HA,Dishwasher,222,6,2,1845.18
7772,fr,20220609,HA,Washer,822,18,3,1511.94
7773,fr,20220609,HA,Washer_Dryer,234,6,2,1197.19
7774,fr,20220609,HE,Audio_CAV,1160,32,2,645.57
7775,fr,20220609,HE,TV,5166,210,9,8657.28
7776,fr,20220610,BS,IT_Laptop,146,15,2,2103.57
7777,fr,20220610,BS,IT_Monitor,1337,53,6,4208.74
7778,fr,20220610,HA,Washer,791,17,2,3771.38
7779,fr,20220610,HE,Audio_CAV,1128,54,3,1291.14
7780,fr,20220610,HE,TV,5306,203,9,4210.38
7781,fr,20220611,BS,IT_Laptop,147,15,2,2348.18
7782,fr,20220611,BS,IT_Monitor,1493,57,6,4563.56
7783,fr,20220611,HA,Cooking_Appliance,375,6,2,301.32
7784,fr,20220611,HA,Refrigerator,2492,30,2,1427.22
7785,fr,20220611,HA,Washer,860,17,2,2880.36
7786,fr,20220611,HE,Audio_CAV,1184,20,3,1450.69
7787,fr,20220611,HE,TV,5441,137,8,11380.5
7788,fr,20220612,BS,IT_Monitor,1592,110,8,5157.27
7789,fr,20220612,HA,Refrigerator,2828,33,2,2310.12
7790,fr,20220612,HA,Washer,908,27,2,954.19
7791,fr,20220612,HE,Audio_CAV,1284,30,2,805.12
7792,fr,20220612,HE,TV,6137,168,8,4989.61
7793,fr,20220613,BS,IT_Laptop,248,8,3,3883.12
7794,fr,20220613,BS,IT_Monitor,1668,54,15,8686.38
7795,fr,20220613,HA,Cooking_Appliance,396,5,2,317.52
7796,fr,20220613,HA,Refrigerator,2787,39,5,5488.56
7797,fr,20220613,HA,Washer,1067,24,3,4320.96
7798,fr,20220613,HA,Washer_Dryer,198,8,2,1602.18
7799,fr,20220613,HE,Audio_CAV,1260,36,3,1207.69
7800,fr,20220613,HE,TV,4787,207,6,4400.4
7801,fr,20220614,BS,IT_Monitor,1403,51,6,3120.11
7802,fr,20220614,HE,TV,4862,230,5,5090.85
7803,fr,20220615,BS,IT_Monitor,1394,60,11,6985.42
7804,fr,20220615,BS,IT_Projector,204,18,2,4373.16
7805,fr,20220615,HA,Refrigerator,2360,33,2,6441.12
7806,fr,20220615,HE,TV,4569,212,5,3656.34
7807,fr,20220616,BS,IT_Laptop,308,11,2,1779.55
7808,fr,20220616,BS,IT_Monitor,1712,75,9,3870.15
7809,fr,20220616,HA,Refrigerator,2643,68,2,880.89
7810,fr,20220616,HE,Audio_CAV,1002,30,6,1272.42
7811,fr,20220616,HE,TV,4805,270,8,10651.5
7812,fr,20220617,BS,IT_Monitor,1463,81,9,6049.86
7813,fr,20220617,HA,Refrigerator,2898,57,6,12010.68
7814,fr,20220617,HA,Washer,719,11,2,1116.18
7815,fr,20220617,HE,Audio_CAV,977,32,2,208.95
7816,fr,20220617,HE,TV,4011,183,3,5294.16
7817,fr,20220618,BS,IT_Monitor,1403,59,5,3631.22
7818,fr,20220618,HA,Refrigerator,2877,44,2,2561.22
7819,fr,20220618,HA,Washer,857,20,2,873.18
7820,fr,20220618,HE,Audio_CAV,1133,21,2,356.34
7821,fr,20220619,BS,IT_Monitor,1542,74,11,6047.43
7822,fr,20220619,HE,Audio_CAV,1082,29,2,529.74
7823,fr,20220619,HE,TV,4497,170,6,5177.52
7824,fr,20220620,BS,IT_Laptop,746,125,5,5343.52
7825,fr,20220620,BS,IT_Monitor,1616,60,8,4288.9
7826,fr,20220620,HA,Refrigerator,3300,66,3,2227.11
7827,fr,20220620,HA,Washer,938,17,2,1278.18
7828,fr,20220620,HE,Audio_CAV,1193,32,2,208.95
7829,fr,20220620,HE,TV,4170,189,2,1756.08
7830,fr,20220621,BS,IT_Laptop,795,102,11,13195.57
7831,fr,20220621,BS,IT_Monitor,1601,54,8,4220.91
7832,fr,20220621,BS,IT_Projector,122,9,2,5669.17
7833,fr,20220621,HA,Dishwasher,185,6,2,1845.18
7834,fr,20220621,HA,Refrigerator,3399,29,2,2958.11
7835,fr,20220621,HE,Audio_CAV,1298,32,3,1777.14
7836,fr,20220621,HE,TV,4850,204,3,3269.16
7837,fr,20220622,BS,IT_Laptop,650,63,5,5179.92
7838,fr,20220622,BS,IT_Monitor,1427,71,11,7762.22
7839,fr,20220622,HA,Refrigerator,3972,45,3,4385.34
7840,fr,20220622,HE,Audio_CAV,1391,32,3,1048.14
7841,fr,20220622,HE,TV,5544,278,18,24175.26
7842,fr,20220623,BS,IT_Laptop,470,42,5,3722.72
7843,fr,20220623,BS,IT_Monitor,1161,41,6,4033.77
7844,fr,20220623,HA,Dishwasher,185,11,2,1359.18
7845,fr,20220623,HA,Refrigerator,2768,45,2,1751.22
7846,fr,20220623,HA,Washer,1007,23,2,954.19
7847,fr,20220623,HE,TV,4673,228,14,12265.02
7848,fr,20220624,BS,IT_Laptop,426,50,3,3562.35
7849,fr,20220624,BS,IT_Monitor,1286,53,5,2997.0
7850,fr,20220624,HA,Refrigerator,2622,57,2,1913.22
7851,fr,20220624,HE,Audio_CAV,1196,45,2,402.57
7852,fr,20220624,HE,TV,4745,335,21,22398.12
7853,fr,20220625,BS,IT_Laptop,411,54,8,10844.94
7854,fr,20220625,BS,IT_Monitor,1170,60,9,4931.25
7855,fr,20220625,HA,Cooking_Appliance,282,3,2,349.92
7856,fr,20220625,HA,Dishwasher,210,12,2,1173.38
7857,fr,20220625,HA,Dryer,101,5,2,1926.2
7858,fr,20220625,HA,Refrigerator,2787,50,2,2148.52
7859,fr,20220625,HE,Audio_CAV,1373,47,3,902.34
7860,fr,20220625,HE,TV,8270,917,89,94391.42
7861,fr,20220626,BS,IT_Laptop,333,29,6,6961.08
7862,fr,20220626,BS,IT_Monitor,1391,77,6,3806.95
7863,fr,20220626,HA,Dryer,104,5,2,1926.2
7864,fr,20220626,HA,Washer,1257,32,2,1440.19
7865,fr,20220626,HE,Audio_CAV,1463,33,2,645.57
7866,fr,20220626,HE,TV,6393,260,8,4989.84
7867,fr,20220627,BS,IT_Laptop,317,33,2,1943.16
7868,fr,20220627,BS,IT_Monitor,1250,54,3,2178.87
7869,fr,20220627,HA,Dryer,123,2,2,1197.19
7870,fr,20220627,HA,Refrigerator,2429,54,6,7734.85
7871,fr,20220627,HA,Washer,1155,17,3,2694.54
7872,fr,20220627,HE,Audio_CAV,1230,32,2,208.95
7873,fr,20220627,HE,TV,6012,242,6,9033.93
7874,fr,20220628,BS,IT_Laptop,732,32,3,4531.89
7875,fr,20220628,BS,IT_Monitor,1175,47,11,7584.02
7876,fr,20220628,HA,Refrigerator,2306,42,2,2561.22
7877,fr,20220628,HA,Washer,1002,26,2,1278.18
7878,fr,20220628,HE,Audio_CAV,1145,24,2,645.57
7879,fr,20220628,HE,TV,4431,215,3,1738.26
7880,fr,20220629,BS,IT_Laptop,555,20,2,2621.64
7881,fr,20220629,BS,IT_Monitor,1724,75,8,3525.09
7882,fr,20220629,HA,Dryer,90,2,2,1197.19
7883,fr,20220629,HA,Vacuum_Cleaner,1374,195,2,968.43
7884,fr,20220629,HE,Audio_CAV,1307,44,3,854.52
7885,fr,20220629,HE,TV,4794,245,3,3990.87
7886,fr,20220630,BS,IT_Laptop,534,53,5,6104.89
7887,fr,20220630,BS,IT_Monitor,2103,107,8,4353.72
7888,fr,20220630,HA,Vacuum_Cleaner,555,48,2,968.43
7889,fr,20220630,HA,Washer,1613,17,2,873.18
7890,fr,20220630,HE,TV,5063,299,6,6384.42
7891,fr,20220701,BS,IT_Laptop,431,32,2,1943.16
7892,fr,20220701,BS,IT_Monitor,1886,81,8,3589.1
7893,fr,20220701,HA,Refrigerator,3212,92,2,1751.22
7894,fr,20220701,HA,Washer,1559,23,2,1926.2
7895,fr,20220701,HE,TV,5747,252,8,3944.7
7896,fr,20220702,BS,IT_Laptop,236,38,2,1943.16
7897,fr,20220702,BS,IT_Monitor,1901,71,9,5580.87
7898,fr,20220702,HA,Refrigerator,3464,87,2,1751.22
7899,fr,20220702,HA,Washer,1182,20,3,1989.38
7900,fr,20220702,HE,Audio_CAV,1451,26,3,1372.14
7901,fr,20220702,HE,TV,5465,275,11,9133.56
7902,fr,20220703,BS,IT_Laptop,354,24,3,1943.16
7903,fr,20220703,BS,IT_Monitor,1722,62,6,3029.37
7904,fr,20220703,HA,Dishwasher,215,9,2,1683.2
7905,fr,20220703,HA,Vacuum_Cleaner,1038,62,2,968.43
7906,fr,20220703,HA,Washer,1269,36,2,2088.18
7907,fr,20220703,HA,Washer_Dryer,497,8,2,1197.19
7908,fr,20220703,HE,TV,5472,218,2,2242.08
7909,fr,20220704,BS,IT_Laptop,363,26,2,1779.55
7910,fr,20220704,BS,IT_Monitor,2369,87,11,4959.6
7911,fr,20220704,BS,IT_Projector,176,60,2,4049.16
7912,fr,20220704,HA,Vacuum_Cleaner,642,48,2,968.43
7913,fr,20220704,HA,Washer,1353,27,2,1845.18
7914,fr,20220704,HA,Washer_Dryer,486,6,2,1764.18
7915,fr,20220704,HE,Audio_CAV,1578,35,2,724.14
7916,fr,20220704,HE,TV,6543,254,8,6447.6
7917,fr,20220705,BS,IT_Laptop,389,29,3,3722.72
7918,fr,20220705,BS,IT_Monitor,2072,105,8,2474.53
7919,fr,20220705,BS,IT_Projector,137,18,3,8098.32
7920,fr,20220705,HE,TV,5385,273,3,1422.39
7921,fr,20220706,BS,IT_Monitor,1332,47,5,2176.45
7922,fr,20220706,HA,Dryer,101,8,2,1764.18
7923,fr,20220706,HA,Refrigerator,2819,42,2,1427.22
7924,fr,20220706,HE,TV,3906,194,5,1971.54
7925,fr,20220707,BS,IT_Monitor,1445,62,6,2395.97
7926,fr,20220707,HA,Refrigerator,2945,39,2,2075.22
7927,fr,20220707,HA,Washer,945,6,2,772.35
7928,fr,20220707,HE,TV,3950,242,9,13063.68
7929,fr,20220708,BS,IT_Laptop,575,41,6,9904.31
7930,fr,20220708,BS,IT_Monitor,1347,45,5,1248.21
7931,fr,20220708,HA,Cooking_Appliance,237,9,2,349.92
7932,fr,20220708,HA,Washer_Dryer,359,5,2,1197.19
7933,fr,20220708,HE,TV,3557,177,5,4952.34
7934,fr,20220709,BS,IT_Monitor,1370,50,6,962.28
7935,fr,20220709,HE,Audio_CAV,1109,30,3,417.9
7936,fr,20220709,HE,TV,4361,185,5,5430.24
7937,fr,20220710,BS,IT_Laptop,353,33,2,1779.55
7938,fr,20220710,BS,IT_Monitor,1524,57,11,4731.96
7939,fr,20220710,HA,Refrigerator,2621,29,2,1751.22
7940,fr,20220710,HA,Vacuum_Cleaner,5517,524,2,968.43
7941,fr,20220710,HA,Washer_Dryer,470,9,2,1197.19
7942,fr,20220710,HE,TV,4820,206,5,5754.24
7943,fr,20220711,BS,IT_Laptop,542,24,2,2750.74
7944,fr,20220711,BS,IT_Monitor,1635,42,3,931.49
7945,fr,20220711,HA,Dryer,75,3,2,1440.19
7946,fr,20220711,HA,Refrigerator,2822,66,2,1905.12
7947,fr,20220711,HA,Washer,1064,21,2,1035.18
7948,fr,20220711,HE,Audio_CAV,1284,44,3,1129.14
7949,fr,20220711,HE,TV,4761,227,6,4027.32
7950,fr,20220712,BS,IT_Laptop,519,32,3,4273.2
7951,fr,20220712,BS,IT_Monitor,1886,50,9,4189.26
7952,fr,20220712,HA,Dishwasher,234,3,2,1845.18
7953,fr,20220712,HA,Refrigerator,3047,62,3,4385.33
7954,fr,20220712,HA,Vacuum_Cleaner,1170,72,3,1936.88
7955,fr,20220712,HA,Washer_Dryer,567,14,2,1440.19
7956,fr,20220712,HE,Audio_CAV,1322,41,2,888.57
7957,fr,20220712,HE,TV,4794,233,6,4513.32
7958,fr,20220713,BS,IT_Laptop,675,48,9,9482.51
7959,fr,20220713,BS,IT_Monitor,1782,47,8,3948.75
7960,fr,20220713,HA,Vacuum_Cleaner,650,54,3,1936.88
7961,fr,20220713,HE,Audio_CAV,1209,33,5,2536.89
7962,fr,20220713,HE,TV,4457,218,8,6350.4
7963,fr,20220714,BS,IT_Monitor,1434,53,6,2541.76
7964,fr,20220714,HA,Refrigerator,3261,38,2,1427.22
7965,fr,20220714,HA,Vacuum_Cleaner,477,30,2,968.43
7966,fr,20220714,HE,Audio_CAV,1136,24,6,3716.28
7967,fr,20220714,HE,TV,4562,222,8,7298.1
7968,fr,20220715,BS,IT_Laptop,302,18,2,1943.16
7969,fr,20220715,BS,IT_Monitor,1571,51,5,1915.65
7970,fr,20220715,HA,Refrigerator,3762,57,2,1905.12
7971,fr,20220715,HE,Audio_CAV,1304,53,6,3797.28
7972,fr,20220715,HE,TV,4182,254,5,7860.24
7973,fr,20220716,BS,IT_Laptop,282,21,3,4368.32
7974,fr,20220716,BS,IT_Monitor,1541,51,2,255.15
7975,fr,20220716,HA,Refrigerator,4361,71,2,1751.22
